CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,GroupSize,IsAlone,Num,TotalSpend,HasSpent,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Side_P,Side_S,Transported,PassengerId
0.0,1.2827921,0.0,1.3327471,-0.64890325,2.193659,-0.66323394,1.9632123,0.6195297,0.0,-1.1276454,1.0056162,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0031_01
0.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1276454,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0031_02
0.0,-0.6134872,0.0,-0.64037204,-0.64890325,2.2772818,1.8333875,-0.6348103,0.6195297,0.0,-1.1276454,0.9945672,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0031_03
1.0,-0.051626623,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1431807,-1.1518679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0034_01
0.0,-0.40278944,0.0,1.808534,1.6963409,-0.62488854,1.8188576,-0.6348103,-0.648668,1.0,-1.1431807,0.9904807,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0035_01
0.0,-0.96465,0.0,-0.64037204,1.4671383,0.88753945,0.4385684,1.5548486,-0.648668,1.0,-1.1295873,0.7106571,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0036_01
0.0,-0.6134872,0.0,1.6811541,1.1523536,-0.62488854,2.1834288,-0.6348103,-0.648668,1.0,-1.1257035,1.049455,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0038_01
1.0,0.08883851,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1431807,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0039_01
1.0,-0.82418483,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1412388,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0041_01
0.0,1.1423271,0.0,-0.64037204,1.0935975,0.8629871,2.1699948,1.8308425,-0.648668,1.0,-1.1392969,1.0666716,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0043_01
1.0,1.8446527,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1392969,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0044_01
1.0,-1.7372082,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1392969,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0044_02
1.0,-0.5432546,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1392969,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0044_03
0.0,-0.5432546,0.0,1.8866569,-0.64890325,1.3953364,-0.66323394,0.8895051,-0.014569118,0.0,-1.1257035,0.7739663,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0045_01
1.0,-0.68371975,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.1257035,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0045_02
0.0,0.44000134,0.0,1.8113314,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1431807,0.65758884,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0050_01
0.0,1.9148853,0.0,-0.64037204,0.9644076,-0.62488854,1.9532202,1.1369525,-0.648668,1.0,-1.1412388,0.85180354,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0051_01
0.0,-0.12185919,0.0,-0.04908052,-0.64890325,-0.19794899,2.3954828,-0.6348103,-0.648668,1.0,-1.1334711,1.1402038,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0052_01
0.0,-0.26232433,0.0,-0.64037204,-0.64890325,2.316915,-0.66323394,-0.38170135,-0.648668,1.0,-1.1237615,0.90084875,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0053_01
0.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1431807,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0056_01
1.0,0.650699,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1431807,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0056_02
0.0,-0.12185919,0.0,1.4297937,1.5375662,2.5322955,1.3849134,-0.12859237,0.6195297,0.0,-1.1431807,1.1318674,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0056_03
1.0,0.51023394,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1315292,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0058_01
0.0,-0.473022,0.0,0.76623285,1.7400938,1.3197306,1.9526954,-0.38170135,-0.648668,1.0,-1.1218196,0.9872479,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0061_01
0.0,2.3362806,0.0,-0.64037204,1.5301656,-0.62488854,0.3827818,0.55491316,-0.648668,1.0,-1.1198777,0.5980248,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0062_01
1.0,-0.96465,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.1179358,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0064_01
1.0,0.2995362,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.1392969,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0064_02
0.0,2.3362806,0.0,-0.38571665,1.0700525,1.4302226,-0.66323394,1.6048557,-0.648668,1.0,-1.1334711,0.6646936,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0066_01
1.0,-2.0181384,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1257035,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0067_01
0.0,-0.75395226,0.0,-0.38571665,1.2474698,1.7466702,-0.66323394,-0.6348103,0.6195297,0.0,-1.1257035,0.62676394,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0067_02
0.0,-0.5432546,0.0,2.142257,0.5924921,-0.62488854,-0.66323394,0.54059136,0.6195297,0.0,-1.1159939,0.9101901,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0067_03
0.0,-0.12185919,0.0,1.8127222,-0.64890325,-0.19794899,1.3407086,-0.6348103,-0.648668,1.0,-1.137355,0.7341327,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0068_01
0.0,0.9316293,0.0,1.8538289,-0.64890325,0.26993546,0.04098436,-0.6348103,-0.648668,1.0,-1.1140519,0.69349563,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0069_01
0.0,-0.68371975,0.0,1.2892611,-0.64890325,0.07141987,-0.41238633,1.771196,-0.648668,1.0,-1.1198777,0.6994356,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0070_01
0.0,-0.82418483,0.0,0.40052244,1.9722601,-0.62488854,-0.66323394,0.81497777,-0.648668,1.0,-1.1179358,0.9391094,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0071_01
0.0,-1.0348825,0.0,-0.64037204,-0.41235363,-0.62488854,-0.66323394,1.910272,-0.648668,1.0,-1.11211,0.7382372,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0072_01
0.0,0.5804665,0.0,0.774134,0.8631971,1.9420433,-0.66323394,0.3018042,-0.648668,1.0,-1.1392969,0.68649983,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0073_01
0.0,0.9316293,0.0,-0.38571665,2.4347177,-0.62488854,-0.66323394,1.6395869,-0.648668,1.0,-1.1392969,1.3140591,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0074_01
0.0,-0.12185919,0.0,1.1955541,-0.64890325,2.0668979,-0.66323394,-0.6348103,-0.648668,1.0,-1.1101681,0.76280445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0076_01
0.0,-0.051626623,0.0,0.35453874,-0.64890325,2.160345,-0.66323394,-0.6348103,-0.648668,1.0,-1.1159939,0.79437923,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0077_01
0.0,0.650699,0.0,-0.64037204,2.3108058,-0.62488854,1.4265567,2.7156086,-0.648668,1.0,-1.137355,1.4698095,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0078_01
1.0,-1.1051152,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1198777,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0081_01
0.0,0.9316293,0.0,2.63314,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1140519,1.2641169,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0082_01
1.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1140519,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0082_02
0.0,-1.456278,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1140519,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0082_03
0.0,-0.3325569,0.0,1.7606108,-0.64890325,-0.62488854,-0.66323394,0.42063513,-0.648668,1.0,-1.1179358,0.62676394,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0084_01
1.0,0.79116416,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.135413,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0085_01
0.0,1.0018619,0.0,1.3275846,-0.64890325,-0.62488854,1.6745836,1.6445942,-0.648668,1.0,-1.11211,0.8051332,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0086_01
1.0,1.1423271,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.135413,-1.1518679,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0088_01
1.0,0.44000134,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1159939,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0090_01
1.0,-0.19209176,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.1140519,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0091_01
0.0,-0.12185919,0.0,-0.38571665,1.5858009,0.7219558,1.2337365,-0.6348103,-0.014569118,0.0,-1.1062843,0.69796276,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0091_02
0.0,-0.68371975,0.0,-0.64037204,-0.64890325,1.9045306,-0.41238633,0.6634573,0.6195297,0.0,-1.1276454,0.62676394,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0092_01
1.0,-2.0181384,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1276454,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0092_02
1.0,-1.8074408,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1276454,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0092_03
0.0,1.7744201,0.0,-0.64037204,1.77327,-0.62488854,-0.1615387,1.7235105,-0.648668,1.0,-1.1412388,0.8878219,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0097_01
0.0,-0.19209176,0.0,-0.64037204,1.6558356,0.07141987,0.6021403,-0.6348103,-0.014569118,0.0,-1.1237615,0.69077957,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0098_01
0.0,-0.19209176,0.0,-0.64037204,2.061336,2.042909,-0.66323394,1.0001298,-0.014569118,0.0,-1.1237615,1.0871123,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0098_02
0.0,-0.40278944,0.0,1.4695504,1.4188876,1.810653,0.65319616,-0.6348103,-0.014569118,0.0,-1.1082262,0.7927183,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0099_01
0.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.1218196,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0099_02
1.0,0.15907107,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.1451226,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0101_01
0.0,-0.75395226,0.0,-0.64037204,-0.64890325,-0.62488854,1.769663,1.0163618,-0.648668,1.0,-1.1004585,0.6991417,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0102_01
